Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount
Sunshine North,35 Furlong Rd,3,house,591000,property sold,First,22/05/2016,13.3,3020,3,1,2.0,673,673.0,1970.0,Brimbank,Western Metropolitan,4217
Sunshine North,6 Rosewall St,3,house,665000,property sold,Stockdale,22/05/2016,13.3,3020,3,1,2.0,707,101.0,1940.0,Brimbank,Western Metropolitan,4217
Sunshine North,4a Downing St,3,house,620000,property sold prior,Douglas,26/07/2016,13.3,3020,3,3,2.0,221,155.0,2011.0,Brimbank,Western Metropolitan,4217
Sunshine North,114 Warwick Rd,3,house,503000,property sold,Douglas,27/06/2016,13.3,3020,3,1,1.0,251,90.0,1945.0,Brimbank,Western Metropolitan,4217
Sunshine North,17 Taniyha Pl,5,house,1000000,property sold,Douglas,28/05/2016,13.3,3020,4,2,1.0,786,295.0,1999.0,Brimbank,Western Metropolitan,4217
Sunshine West,147 Hilma St,3,house,560000,property sold,Barry,3/12/2016,13.5,3020,3,1,3.0,582,115.0,1970.0,Brimbank,Western Metropolitan,6763
Sunshine West,66 Nicholson Pde,3,house,615000,property sold,Melbourne,3/12/2016,13.5,3020,3,2,6.0,667,152.0,1975.0,Brimbank,Western Metropolitan,6763
Sunshine West,87 Nicholson Pde,3,townhouse,450000,property sold prior,Douglas,4/6/2016,13.5,3020,3,3,1.0,344,178.0,2004.0,Brimbank,Western Metropolitan,6763
Sunshine West,11 Links St,3,house,680000,property sold,Douglas,7/11/2016,13.5,3020,3,1,2.0,726,144.0,1966.0,Brimbank,Western Metropolitan,6763
Sunshine West,30 Hall St,3,house,620000,property sold,Bells,8/10/2016,13.5,3020,3,1,4.0,699,125.0,1960.0,Brimbank,Western Metropolitan,6763
Sunshine West,2/10 Carter St,3,unit,545000,property sold,Barry,10/12/2016,13.5,3020,3,2,1.0,240,131.0,2011.0,Brimbank,Western Metropolitan,6763
Sunshine West,4 Clematis Pl,5,house,621000,property sold prior,Barry,10/12/2016,13.5,3020,5,2,2.0,596,176.0,1997.0,Brimbank,Western Metropolitan,6763
Sunshine West,27 Davey St,3,house,687000,property sold,Sweeney,12/11/2016,13.5,3020,3,1,1.0,695,102.0,1950.0,Brimbank,Western Metropolitan,6763
Sunshine West,14 Myers St,3,house,485000,property sold,hockingstuart,12/11/2016,13.5,3020,3,4,2.0,482,166.0,1955.0,Brimbank,Western Metropolitan,6763
Sunshine West,64 Links St,4,house,510000,property sold prior,Barry,13/08/2016,13.5,3020,4,1,1.0,672,151.0,1970.0,Brimbank,Western Metropolitan,6763
Sunshine West,16 Mapledene Ct,3,house,500000,property sold prior,Barry,14/05/2016,13.5,3020,3,1,1.0,541,133.0,1970.0,Brimbank,Western Metropolitan,6763
Sunshine West,17 Fern St,3,house,480000,property passed in,Barry,16/04/2016,13.5,3020,3,1,2.0,696,148.0,1960.0,Brimbank,Western Metropolitan,6763
Sunshine West,18 Raymond St,4,house,621000,property sold,Barry,16/07/2016,13.5,3020,3,1,1.0,700,130.0,1950.0,Brimbank,Western Metropolitan,6763
Sunshine West,50 Killara St,3,house,690000,property sold,Burnham,18/03/2017,13.5,3020,3,1,0.0,540,121.0,1967.0,Brimbank,Western Metropolitan,6763
Sunshine West,23 Glengala Rd,3,house,547500,property sold,Douglas,18/06/2016,13.5,3020,3,1,2.0,603,131.0,1950.0,Brimbank,Western Metropolitan,6763
Sunshine West,109A David Dr,1,house,280000,property sold prior,Jas,19/11/2016,13.5,3020,1,1,2.0,0,45.0,2009.0,Brimbank,Western Metropolitan,6763
Sunshine West,1 Emslie St,3,house,555000,property sold,Barry,22/08/2016,13.5,3020,3,1,1.0,836,106.0,1975.0,Brimbank,Western Metropolitan,6763
Sunshine West,7 Salvatore Ct,3,house,600000,property passed in,Bells,22/08/2016,13.5,3020,3,2,2.0,579,156.0,1999.0,Brimbank,Western Metropolitan,6763
Sunshine West,8a Glengala Rd,3,house,622500,property sold,Douglas,24/09/2016,13.5,3020,3,1,1.0,534,131.0,1970.0,Brimbank,Western Metropolitan,6763
Sunshine West,3/14 Smart St,2,unit,350000,property sold,Bells,24/09/2016,13.5,3020,2,1,1.0,235,80.0,1990.0,Brimbank,Western Metropolitan,6763
Sunshine West,4 Apollo Pl,4,house,657000,property sold,hockingstuart,25/02/2017,13.5,3020,4,2,4.0,651,178.0,1975.0,Brimbank,Western Metropolitan,6763
Sunshine West,34 Joan St,3,house,682000,property sold,Barry,26/07/2016,13.5,3020,3,1,1.0,694,155.0,1960.0,Brimbank,Western Metropolitan,6763
Sunshine West,4 Day St,3,house,520000,property sold,Barry,27/06/2016,13.5,3020,3,1,2.0,691,170.0,1960.0,Brimbank,Western Metropolitan,6763
Sunshine West,14 Killeen St,3,house,470000,property sold,Homes,27/06/2016,13.5,3020,3,1,1.0,591,103.0,1971.0,Brimbank,Western Metropolitan,6763
Sunshine West,18 Norton St,3,house,586000,property sold,Barry,27/06/2016,13.5,3020,3,1,1.0,701,120.0,1960.0,Brimbank,Western Metropolitan,6763
Sunshine West,1/40 Warmington Rd,3,house,305000,property sold prior,Jellis,27/06/2016,13.5,3020,3,1,2.0,367,114.0,1970.0,Brimbank,Western Metropolitan,6763
Sunshine West,22 Bambara Ct,4,house,705000,property sold,Douglas,27/11/2016,13.5,3020,4,2,4.0,759,198.0,1975.0,Brimbank,Western Metropolitan,6763
Sunshine West,111 Hall St,4,house,645000,vendor bid,Barry,27/11/2016,13.5,3020,4,2,3.0,616,215.0,1970.0,Brimbank,Western Metropolitan,6763
Sunshine West,57 Warmington Rd,3,house,500000,property sold prior,Barry,27/11/2016,13.5,3020,3,1,2.0,627,109.0,1970.0,Brimbank,Western Metropolitan,6763
Sunshine West,2/42 Bardsley St,3,townhouse,510000,property sold prior,Barry,28/05/2016,13.5,3020,3,2,1.0,333,141.0,2012.0,Brimbank,Western Metropolitan,6763
Sunshine West,25 The Avenue,3,house,750500,property sold,Jas,28/08/2016,13.5,3020,3,2,6.0,805,181.0,1995.0,Brimbank,Western Metropolitan,6763
Sunshine West,49 Warmington Rd,3,house,451000,property sold,Douglas,30/07/2016,13.5,3020,3,1,6.0,655,146.0,1978.0,Brimbank,Western Metropolitan,6763
Surrey Hills,36 Banool Rd,4,house,2440000,property sold,Marshall,3/9/2016,11.2,3127,4,3,2.0,596,264.0,1930.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,2/33 Chestnut St,3,townhouse,1110000,property sold,Fletchers,3/9/2016,11.2,3127,4,2,2.0,401,129.0,1970.0,Whitehorse,Southern Metropolitan,5457
Surrey Hills,112 Croydon Rd,4,house,2128000,property sold,Fletchers,3/9/2016,11.2,3127,4,3,2.0,771,312.0,2000.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,226 Union Rd,5,house,2200000,vendor bid,RT,3/9/2016,11.2,3127,5,3,2.0,735,235.0,1920.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,6/38 Boisdale St,2,unit,640000,vendor bid,Jellis,4/3/2017,11.2,3127,2,1,1.0,0,76.0,1970.0,Whitehorse,Southern Metropolitan,5457
Surrey Hills,480 Whitehorse Rd,3,house,1700000,vendor bid,Fletchers,4/6/2016,11.2,3127,3,1,1.0,763,180.0,1930.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,18 Benson St,4,house,2500000,vendor bid,Jellis,6/8/2016,11.2,3127,4,2,2.0,783,256.0,1920.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,22b Essex Rd,4,house,2200000,property sold,Jellis,7/5/2016,11.2,3127,4,2,2.0,734,272.0,1920.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,4 Norris St,4,house,2860000,property sold,Marshall,7/11/2016,11.2,3127,4,2,2.0,779,264.0,2014.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,9 Elm St,4,house,1930000,property passed in,Ray,8/10/2016,11.2,3127,4,2,2.0,867,218.0,1950.0,Whitehorse,Southern Metropolitan,5457
Surrey Hills,63 Shepherd St,4,house,1812500,property sold,Marshall,8/10/2016,11.2,3127,4,2,2.0,715,230.0,1920.0,Whitehorse,Southern Metropolitan,5457
Surrey Hills,1/21 Wharton St,2,unit,760000,property sold,Noel,8/10/2016,11.2,3127,2,1,1.0,681,80.0,1968.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,255 Elgar Rd,4,house,1300000,vendor bid,Fletchers,10/9/2016,11.2,3127,4,2,2.0,809,198.0,1950.0,Whitehorse,Southern Metropolitan,5457
Surrey Hills,16 Banool Rd,3,house,1960000,property sold,Marshall,10/12/2016,11.2,3127,3,2,2.0,585,173.0,1930.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,20 Everton Gr,5,house,2630000,property sold,Marshall,10/12/2016,11.2,3127,5,3,2.0,777,362.0,1925.0,Whitehorse,Southern Metropolitan,5457
Surrey Hills,15/20 Florence Rd,3,unit,880000,property sold,Fletchers,11/2/2017,11.2,3127,3,1,2.0,217,110.0,1970.0,Whitehorse,Southern Metropolitan,5457
Surrey Hills,39 Bentley St,3,house,1755000,property sold,Fletchers,12/11/2016,11.2,3127,3,2,2.0,808,159.0,1970.0,Whitehorse,Southern Metropolitan,5457
Surrey Hills,95 Guildford Rd,4,house,1700000,property sold,Marshall,12/11/2016,11.2,3127,4,1,1.0,579,143.0,1900.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,5 Glendale St,5,house,1975000,vendor bid,Marshall,13/08/2016,11.2,3127,5,2,2.0,641,286.0,2001.0,Whitehorse,Southern Metropolitan,5457
Surrey Hills,2/23 Broughton Rd,2,unit,610000,property passed in,Marshall,15/10/2016,11.2,3127,2,1,1.0,102,78.0,1970.0,Whitehorse,Southern Metropolitan,5457
Surrey Hills,3 Olyve Ct,4,house,1850000,vendor bid,Marshall,16/04/2016,11.2,3127,5,2,2.0,612,292.0,1970.0,Whitehorse,Southern Metropolitan,5457
Surrey Hills,212 Union Rd,4,house,2050000,vendor bid,Jellis,16/04/2016,11.2,3127,3,2,2.0,949,293.0,1910.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,7 Newton St,5,house,2100000,property passed in,Ray,16/07/2016,11.2,3127,5,2,2.0,1025,277.0,1915.0,Whitehorse,Southern Metropolitan,5457
Surrey Hills,6 Alandale St,3,house,1150000,property sold,Marshall,17/09/2016,11.2,3127,3,2,1.0,247,145.0,2005.0,Whitehorse,Southern Metropolitan,5457
Surrey Hills,2/215 Mont Albert Rd,2,townhouse,770500,property sold,Jellis,17/09/2016,11.2,3127,1,2,1.0,88,92.0,1997.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,7/92 Union Rd,2,unit,600000,property passed in,Noel,17/09/2016,11.2,3127,2,1,1.0,101,105.0,1975.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,1 Marne St,4,house,2125000,property passed in,Marshall,22/05/2016,11.2,3127,4,2,2.0,702,239.0,1927.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,4/5 Middlesex Rd,2,unit,656000,property sold,Fletchers,22/05/2016,11.2,3127,1,1,1.0,951,76.0,1970.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,29 Boisdale St,5,house,1518000,property sold,Fletchers,23/04/2016,11.2,3127,5,2,1.0,632,231.0,1950.0,Whitehorse,Southern Metropolitan,5457
Surrey Hills,14 Scheele St,3,house,1560000,property sold,hockingstuart,24/09/2016,11.2,3127,0,2,1.0,335,209.0,2013.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,3/5 Florence Rd,3,townhouse,865000,property sold,Noel,25/02/2017,11.2,3127,3,1,1.0,217,101.0,1970.0,Whitehorse,Southern Metropolitan,5457
Surrey Hills,20 Scottsdale St,4,house,2160000,property passed in,Jellis,25/02/2017,11.2,3127,4,3,4.0,1064,236.0,1969.0,Whitehorse,Southern Metropolitan,5457
Surrey Hills,17 Weybridge St,3,house,2300000,property sold,Fletchers,27/06/2016,11.2,3127,3,2,1.0,735,219.0,1920.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,2/23 Clyde St,2,unit,600000,vendor bid,Noel,27/11/2016,11.2,3127,2,1,2.0,124,80.0,1985.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,17 Empress Rd,3,house,2180000,property sold prior,Jellis,27/11/2016,11.2,3127,3,1,2.0,441,128.0,1910.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,20 Anderson St,3,house,1251000,property sold,Woodards,28/05/2016,11.2,3127,4,2,1.0,536,211.0,1930.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,5 Boronia St,6,house,1650000,property passed in,Noel,28/05/2016,11.2,3127,4,3,2.0,713,295.0,1928.0,Whitehorse,Southern Metropolitan,5457
Surrey Hills,33 Ross St,4,house,1835000,property sold prior,Jellis,28/05/2016,11.2,3127,4,2,2.0,619,185.0,1930.0,Boroondara,Southern Metropolitan,5457
Surrey Hills,3/4 Wells St,2,unit,778500,property sold,Noel,28/05/2016,11.2,3127,2,1,1.0,170,78.0,1960.0,Boroondara,Southern Metropolitan,5457
Templestowe Lower,3 Waratah Dr,4,house,1201000,property sold prior,Zahn,3/9/2016,13.8,3107,4,2,2.0,657,221.0,1978.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,41 Dellfield Dr,4,house,1165000,property sold,Barry,3/12/2016,13.8,3107,4,2,4.0,673,170.0,1972.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,120 Templestowe Rd,3,house,742500,property sold,Philip,3/12/2016,13.8,3107,3,1,2.0,313,128.0,1980.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,65 Glenair St,3,house,1101000,property sold,Barry,4/6/2016,13.8,3107,3,2,2.0,643,135.0,1965.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,8 Corroboree Pl,3,house,1200000,property sold,Jellis,6/8/2016,13.8,3107,3,1,2.0,730,155.0,1960.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,157 Swanston St,4,house,990000,property passed in,Barry,6/8/2016,13.8,3107,4,2,2.0,652,189.0,1973.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,271 High St,4,house,1500000,property sold prior,Jellis,7/5/2016,13.8,3107,4,2,2.0,420,255.0,2013.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,315 Thompsons Rd,3,house,1290000,property sold,Barry,7/11/2016,13.8,3107,3,1,2.0,900,125.0,1960.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,360 Thompsons Rd,4,house,790000,property passed in,Mason,8/10/2016,13.8,3107,4,2,5.0,671,180.0,1970.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,40 Dellfield Dr,5,house,950000,property passed in,Barry,10/9/2016,13.8,3107,5,3,2.0,700,220.0,1973.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,65 Fyfe Dr,4,house,1421000,property sold,Barry,10/9/2016,13.8,3107,4,2,2.0,650,260.0,1980.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,4 Finn Ct,3,house,1051000,property sold,Jellis,10/12/2016,13.8,3107,3,2,1.0,962,142.0,1970.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,45 Lynnwood Pde,5,house,1710000,property sold,Barry,11/3/2017,13.8,3107,5,2,2.0,666,355.0,1980.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,16 Clauscen St,4,house,1280000,property passed in,Jellis,12/11/2016,13.8,3107,4,2,2.0,681,158.0,1970.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,39 Hazel Dr,5,house,750000,property passed in,hockingstuart,12/11/2016,13.8,3107,5,3,4.0,800,335.0,2006.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,253 Thompsons Rd,4,house,1000000,vendor bid,hockingstuart,13/08/2016,13.8,3107,4,3,2.0,728,164.0,1970.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,2/47 Parker St,2,townhouse,678000,property sold,Barry,15/10/2016,13.8,3107,2,1,1.0,340,90.0,1980.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,13 Tasker St,3,house,1010000,property sold,Barry,16/04/2016,13.8,3107,3,2,2.0,751,175.0,1968.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,34 Parker St,3,house,1210000,property passed in,Barry,18/03/2017,13.8,3107,3,1,1.0,794,134.0,1960.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,133 MacEdon Rd,4,house,945000,property passed in,Jellis,18/06/2016,13.8,3107,4,2,2.0,675,181.0,1985.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,2/27 Ruffey St,3,unit,725000,property sold,Barry,18/06/2016,13.8,3107,3,1,1.0,465,105.0,1975.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,3 Buller Tce,3,house,1211000,property sold,Philip,19/11/2016,13.8,3107,3,2,2.0,875,123.0,1970.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,135 MacEdon Rd,4,house,1100000,property passed in,Barry,19/11/2016,13.8,3107,4,2,4.0,654,199.0,1970.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,15 Killarney Rd,3,house,1002000,property sold,Barry,24/09/2016,13.8,3107,3,1,2.0,799,174.0,1960.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,20 Astley St,4,house,1209000,property sold,Barry,26/07/2016,13.8,3107,4,2,2.0,770,160.0,1965.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,62 Hodgson St,5,house,2080000,property sold,Barry,26/07/2016,13.8,3107,5,4,2.0,646,360.0,2016.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,5 MacRobertson St,4,house,1118000,property sold,Philip,27/06/2016,13.8,3107,4,2,2.0,705,195.0,1970.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,208 Templestowe Rd,4,house,903000,property sold,Barry,27/06/2016,13.8,3107,4,1,2.0,618,22.0,1960.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,4 Caroline Dr,3,house,1220000,property sold prior,Jellis,27/11/2016,13.8,3107,3,1,2.0,720,133.0,1960.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,26 Horsfall St,4,house,1650000,property passed in,Jellis,27/11/2016,13.8,3107,4,2,2.0,673,280.0,2005.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,78 Olympus Dr,4,house,1182500,property sold,Barry,27/11/2016,13.8,3107,4,2,2.0,650,150.0,1975.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,132 Templestowe Rd,4,house,1020000,property sold,Barry,27/11/2016,13.8,3107,4,2,2.0,652,145.0,1965.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,23 Hotham St,3,house,650000,vendor bid,RT,28/05/2016,13.8,3107,3,1,2.0,327,120.0,1975.0,Manningham,Eastern Metropolitan,5420
Templestowe Lower,16 Rosa St,3,house,1509000,property sold,Barry,28/05/2016,13.8,3107,3,2,2.0,812,158.0,1960.0,Manningham,Eastern Metropolitan,5420
Thornbury,2/6 Kemp St,1,unit,517500,property sold,Harcourts,3/12/2016,6.5,3071,1,1,0.0,0,53.0,1910.0,Darebin,Northern Metropolitan,8870
Thornbury,40/337 Station St,1,unit,370000,vendor bid,Jellis,3/12/2016,6.5,3071,1,1,1.0,0,62.0,1999.0,Darebin,Northern Metropolitan,8870
Thornbury,3/125 Fyffe St,2,townhouse,805000,property sold,Nelson,4/2/2016,6.5,3071,2,1,2.0,164,95.0,2009.0,Darebin,Northern Metropolitan,8870
Thornbury,184 Raleigh St,4,house,1428888,property sold prior,Miles,4/3/2017,6.5,3071,4,2,1.0,470,153.0,1930.0,Darebin,Northern Metropolitan,8870
Thornbury,40 Wales St,2,house,940000,property sold,Nelson,7/5/2016,6.5,3071,2,1,1.0,372,110.0,1950.0,Darebin,Northern Metropolitan,8870
Thornbury,6/89 Ballantyne St,1,unit,270000,property passed in,Nelson,7/11/2016,6.5,3071,1,1,1.0,0,33.0,1970.0,Darebin,Northern Metropolitan,8870
Thornbury,2/54 Pender St,1,unit,365000,property sold,McGrath,10/12/2016,6.5,3071,1,1,1.0,0,40.0,1970.0,Darebin,Northern Metropolitan,8870
Thornbury,1/13 Mansfield St,2,unit,525500,property sold,Nelson,11/2/2017,6.5,3071,2,1,1.0,724,72.0,1975.0,Darebin,Northern Metropolitan,8870
Thornbury,4 Kelvin Gr,2,house,944000,property sold prior,Barry,12/6/2016,6.5,3071,2,1,1.0,185,78.0,1900.0,Darebin,Northern Metropolitan,8870
Thornbury,51 Alston St,3,house,887000,property sold,Love,12/11/2016,6.5,3071,3,2,2.0,540,129.0,1935.0,Darebin,Northern Metropolitan,8870
Thornbury,220a Mansfield St,3,house,701000,property sold,Stockdale,13/08/2016,6.5,3071,3,3,2.0,273,71.0,1958.0,Darebin,Northern Metropolitan,8870
Thornbury,46 Harold St,2,house,1110000,property sold prior,Barry,14/05/2016,6.5,3071,2,1,0.0,288,105.0,1925.0,Darebin,Northern Metropolitan,8870
Thornbury,1/219 Raleigh St,1,unit,332000,property sold prior,Harcourts,14/05/2016,6.5,3071,1,1,1.0,612,48.0,1975.0,Darebin,Northern Metropolitan,8870
Thornbury,126 Keon St,3,house,1265000,property sold,Jellis,15/10/2016,6.5,3071,3,2,2.0,397,97.0,1920.0,Darebin,Northern Metropolitan,8870
Thornbury,111 Smith St,2,house,1085000,property sold,Nelson,15/10/2016,6.5,3071,2,1,2.0,303,102.0,1930.0,Darebin,Northern Metropolitan,8870
Thornbury,10 Ethel St,3,house,898000,property sold,hockingstuart,16/04/2016,6.5,3071,3,2,2.0,210,108.0,2010.0,Darebin,Northern Metropolitan,8870
Thornbury,22 Gooch St,3,house,1235000,property sold,Jellis,16/04/2016,6.5,3071,3,3,1.0,288,133.0,1920.0,Darebin,Northern Metropolitan,8870
Thornbury,52a Leinster Gr,3,townhouse,910500,property sold prior,hockingstuart,16/04/2016,6.5,3071,3,2,2.0,157,144.0,2010.0,Darebin,Northern Metropolitan,8870
Thornbury,37 Lewis St,3,house,995000,property sold,Jellis,16/04/2016,6.5,3071,2,1,1.0,327,96.0,1920.0,Darebin,Northern Metropolitan,8870
Thornbury,84 Raleigh St,2,house,760000,property sold,Nelson,16/04/2016,6.5,3071,2,1,0.0,0,75.0,1900.0,Darebin,Northern Metropolitan,8870
Thornbury,4/305 Rossmoyne St,2,unit,505000,property sold,Jellis,16/04/2016,6.5,3071,2,1,0.0,0,80.0,1980.0,Darebin,Northern Metropolitan,8870
Thornbury,11 Clarendon St,3,house,1400000,property sold prior,Jellis,17/09/2016,6.5,3071,2,2,1.0,417,159.0,1920.0,Darebin,Northern Metropolitan,8870
Thornbury,50 Leinster Gr,3,house,1110000,property sold,Nelson,17/09/2016,6.5,3071,3,1,1.0,562,156.0,1950.0,Darebin,Northern Metropolitan,8870
Thornbury,146 Rossmoyne St,3,house,1200000,vendor bid,Nelson,17/09/2016,6.5,3071,3,2,1.0,345,345.0,1905.0,Darebin,Northern Metropolitan,8870
Thornbury,2/2 Dundas St,2,unit,450000,property sold,McGrath,18/03/2017,6.5,3071,2,1,1.0,0,52.0,1970.0,Darebin,Northern Metropolitan,8870
Thornbury,314A Gillies St,2,house,874000,property sold,Love,19/11/2016,6.5,3071,2,1,2.0,333,2.0,1985.0,Darebin,Northern Metropolitan,8870
Thornbury,152 Gooch St,3,house,1427000,property sold,Nelson,19/11/2016,6.5,3071,3,1,1.0,275,127.0,1920.0,Darebin,Northern Metropolitan,8870
Thornbury,3/57 Pender St,1,unit,383000,property sold,Love,19/11/2016,6.5,3071,1,1,1.0,0,44.0,1965.0,Darebin,Northern Metropolitan,8870
Thornbury,144 Clarendon St,3,house,1290000,property sold prior,Barry,22/05/2016,6.5,3071,3,1,2.0,435,138.0,1920.0,Darebin,Northern Metropolitan,8870
Thornbury,2/104 Keon St,2,unit,450000,property passed in,Nelson,22/08/2016,6.5,3071,2,1,1.0,335,59.0,1960.0,Darebin,Northern Metropolitan,8870
Thornbury,7/67 Pender St,2,unit,438000,property sold prior,Love,22/08/2016,6.5,3071,2,1,1.0,0,66.0,1970.0,Darebin,Northern Metropolitan,8870
Thornbury,50b Clyde St,3,house,1250000,vendor bid,Nelson,24/09/2016,6.5,3071,3,2,3.0,297,234.0,2013.0,Darebin,Northern Metropolitan,8870
Thornbury,56a Leinster Gr,3,townhouse,1070000,property sold,Jellis,24/09/2016,6.5,3071,3,2,2.0,158,140.0,2007.0,Darebin,Northern Metropolitan,8870
Thornbury,109 Rossmoyne St,3,house,1570000,property sold prior,McGrath,24/09/2016,6.5,3071,4,2,1.0,377,377.0,1920.0,Darebin,Northern Metropolitan,8870
Thornbury,4/85 St David St,2,unit,486000,property sold,Nelson,24/09/2016,6.5,3071,2,1,1.0,0,66.0,1960.0,Darebin,Northern Metropolitan,8870
Thornbury,29 Collins St,2,house,1211000,property sold,hockingstuart,25/02/2017,6.5,3071,2,1,0.0,302,97.0,1915.0,Darebin,Northern Metropolitan,8870
Thornbury,45A Harold St,3,house,1280000,property sold,Jellis,25/02/2017,6.5,3071,3,1,1.0,253,130.0,1910.0,Darebin,Northern Metropolitan,8870
Thornbury,42 Mansfield St,4,house,1478000,property sold prior,Jellis,25/02/2017,6.5,3071,4,2,0.0,387,152.0,1900.0,Darebin,Northern Metropolitan,8870
Thornbury,39 Smith St,3,house,1913000,property sold,McGrath,25/02/2017,6.5,3071,3,2,2.0,611,212.0,1930.0,Darebin,Northern Metropolitan,8870
Thornbury,337 Rossmoyne St,4,house,928500,property sold,Barry,26/07/2016,6.5,3071,4,2,2.0,538,150.0,1960.0,Darebin,Northern Metropolitan,8870
Thornbury,5/82 Gooch St,2,unit,432500,property sold,Barry,27/06/2016,6.5,3071,2,1,1.0,748,56.0,1965.0,Darebin,Northern Metropolitan,8870
Thornbury,2/54 Pender St,1,unit,330000,property passed in,Barry,27/06/2016,6.5,3071,1,1,1.0,0,40.0,1970.0,Darebin,Northern Metropolitan,8870
Thornbury,129 Clarendon St,3,house,1370000,property sold,Jellis,27/11/2016,6.5,3071,3,2,3.0,417,153.0,1930.0,Darebin,Northern Metropolitan,8870
Thornbury,8/77 Pender St,1,unit,303500,property sold prior,Woodards,27/11/2016,6.5,3071,1,1,1.0,0,41.0,1970.0,Darebin,Northern Metropolitan,8870
Thornbury,386 Station St,3,house,1160000,property sold prior,McGrath,27/11/2016,6.5,3071,3,2,2.0,644,149.0,2001.0,Darebin,Northern Metropolitan,8870
Thornbury,126 Smith St,3,house,1380000,property sold prior,Jellis,28/08/2016,6.5,3071,3,2,1.0,359,128.0,1920.0,Darebin,Northern Metropolitan,8870
Toorak,1/3 Glover Ct,3,house,1435000,property sold,RT,3/12/2016,4.6,3142,3,1,0.0,889,135.0,1943.0,Stonnington,Southern Metropolitan,7217
Toorak,10 Myoora Rd,4,house,5500000,vendor bid,Marshall,3/12/2016,4.6,3142,4,3,2.0,691,374.0,2000.0,Stonnington,Southern Metropolitan,7217
Toorak,684 Orrong Rd,4,house,5500000,property sold,Marshall,4/3/2017,4.6,3142,4,4,5.0,877,332.0,1923.0,Stonnington,Southern Metropolitan,7217
Toorak,16 Tashinny Rd,3,house,1689000,property sold,Kay,4/3/2017,4.6,3142,3,1,0.0,222,118.0,1920.0,Stonnington,Southern Metropolitan,7217
Toorak,4/568 Toorak Rd,3,unit,1100000,vendor bid,Rodney,4/3/2017,4.6,3142,3,2,1.0,0,126.0,1935.0,Stonnington,Southern Metropolitan,7217
Toorak,4/8 Bruce St,2,unit,925000,property sold,RT,6/8/2016,4.6,3142,2,2,2.0,0,109.0,1970.0,Stonnington,Southern Metropolitan,7217
Toorak,10/1 Ruabon Rd,2,unit,450000,property passed in,Rodney,6/8/2016,4.6,3142,2,1,1.0,0,62.0,1970.0,Stonnington,Southern Metropolitan,7217
